Layer,Type,Shape,Min,Max,Mean,Std,L1
res4b15_branch2c,w,"(1024, 256, 1, 1)",-0.10983107239,0.163775250316,-0.000843824353069,0.0112971281633,0.163775250316
bn4b15_branch2c,w,"(1024,)",-0.100512161851,0.111734092236,-0.0212428886443,0.0318005867302,0.111734092236
bn4b15_branch2c,b,"(1024,)",0.00366993201897,0.0648442804813,0.0131503054872,0.00695797242224,0.0648442804813
bn4b15_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b15_branch2c,w,"(1024,)",0.105268955231,1.50497341156,0.910814404488,0.124722272158,1.50497341156
scale4b15_branch2c,b,"(1024,)",-0.830300271511,0.27027580142,-0.223240286112,0.137861385942,0.830300271511
res4b16_branch2a,w,"(256, 1024, 1, 1)",-0.0856370180845,0.186023548245,-0.000288852956146,0.0132028376684,0.186023548245
bn4b16_branch2a,w,"(256,)",-2.30674648285,1.7288621664,-0.305877149105,0.755871355534,2.30674648285
bn4b16_branch2a,b,"(256,)",0.60045838356,4.94159460068,1.999096632,0.641730606556,4.94159460068
bn4b16_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b16_branch2a,w,"(256,)",0.448429912329,1.01400279999,0.698250353336,0.0955143123865,1.01400279999
scale4b16_branch2a,b,"(256,)",-1.63751530647,-0.39280512929,-0.757694423199,0.192916348577,1.63751530647
res4b16_branch2b,w,"(256, 256, 3, 3)",-0.0559015795588,0.136033460498,-0.000808894517832,0.00955105945468,0.136033460498
bn4b16_branch2b,w,"(256,)",-0.279417186975,0.170098796487,-0.0903135240078,0.072995454073,0.279417186975
bn4b16_branch2b,b,"(256,)",0.0126736070961,0.0449861064553,0.0221249870956,0.00552016636357,0.0449861064553
bn4b16_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b16_branch2b,w,"(256,)",0.662956118584,1.14423489571,0.838073432446,0.0752146989107,1.14423489571
scale4b16_branch2b,b,"(256,)",-1.42957890034,-0.162129625678,-0.573092758656,0.159317657351,1.42957890034
res4b16_branch2c,w,"(1024, 256, 1, 1)",-0.145467460155,0.116676263511,-0.000902477069758,0.012180192396,0.145467460155
bn4b16_branch2c,w,"(1024,)",-0.148083910346,0.114475101233,-0.0263617951423,0.0404025875032,0.148083910346
bn4b16_branch2c,b,"(1024,)",0.00449969433248,0.0788591578603,0.0155990812927,0.00884992536157,0.0788591578603
bn4b16_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b16_branch2c,w,"(1024,)",0.204961568117,1.47975885868,0.89877307415,0.115910381079,1.47975885868
scale4b16_branch2c,b,"(1024,)",-0.757714152336,0.251116096973,-0.212323486805,0.123902775347,0.757714152336
res4b17_branch2a,w,"(256, 1024, 1, 1)",-0.204387500882,0.309237003326,-0.000262235116679,0.012061172165,0.309237003326
bn4b17_branch2a,w,"(256,)",-3.9355711937,1.92617440224,-0.263547092676,0.838219344616,3.9355711937
bn4b17_branch2a,b,"(256,)",0.649881839752,4.82084083557,1.67599868774,0.647316753864,4.82084083557
bn4b17_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b17_branch2a,w,"(256,)",0.538364887238,1.20526325703,0.762795686722,0.11844073236,1.20526325703
scale4b17_branch2a,b,"(256,)",-1.27359545231,0.0167872719467,-0.632790982723,0.233442515135,1.27359545231
res4b17_branch2b,w,"(256, 256, 3, 3)",-0.206224858761,0.109463326633,-0.000677398405969,0.00855977181345,0.206224858761
bn4b17_branch2b,w,"(256,)",-0.522238135338,0.204554513097,-0.131269186735,0.106852322817,0.522238135338
bn4b17_branch2b,b,"(256,)",0.0143632767722,0.093428812921,0.0410800762475,0.0138572165743,0.093428812921
bn4b17_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b17_branch2b,w,"(256,)",0.629706680775,1.15277838707,0.828733623028,0.0883942618966,1.15277838707
scale4b17_branch2b,b,"(256,)",-1.36692202091,0.171906560659,-0.554133653641,0.222453862429,1.36692202091
res4b17_branch2c,w,"(1024, 256, 1, 1)",-0.130294397473,0.178954020143,-0.000746670295484,0.0112965740263,0.178954020143
bn4b17_branch2c,w,"(1024,)",-0.152896851301,0.119058847427,-0.0227695032954,0.041543751955,0.152896851301
bn4b17_branch2c,b,"(1024,)",0.00384657271206,0.0616456381977,0.0144943417981,0.0070387525484,0.0616456381977
bn4b17_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b17_branch2c,w,"(1024,)",0.222217828035,2.27514076233,0.911849319935,0.130178779364,2.27514076233
scale4b17_branch2c,b,"(1024,)",-0.702939808369,0.422784090042,-0.209073767066,0.116759225726,0.702939808369
res4b18_branch2a,w,"(256, 1024, 1, 1)",-0.0982174053788,0.161096543074,-0.000359876779839,0.0123551758006,0.161096543074
bn4b18_branch2a,w,"(256,)",-4.04084396362,1.44796144962,-0.370970964432,0.758402407169,4.04084396362
bn4b18_branch2a,b,"(256,)",0.792949318886,15.6788902283,1.93802189827,1.41031396389,15.6788902283
bn4b18_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b18_branch2a,w,"(256,)",0.546305060387,1.1987131834,0.771905362606,0.113854564726,1.1987131834
scale4b18_branch2a,b,"(256,)",-1.35296916962,0.0189152341336,-0.639501333237,0.21617500484,1.35296916962
res4b18_branch2b,w,"(256, 256, 3, 3)",-0.0884535834193,0.11118888855,-0.000828032381833,0.00863845553249,0.11118888855
bn4b18_branch2b,w,"(256,)",-0.536702394485,0.364201694727,-0.172636598349,0.111909650266,0.536702394485
bn4b18_branch2b,b,"(256,)",0.0191238615662,0.462257534266,0.0601943805814,0.0433635152876,0.462257534266
bn4b18_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b18_branch2b,w,"(256,)",0.642251312733,1.15541875362,0.831536412239,0.0947070345283,1.15541875362
scale4b18_branch2b,b,"(256,)",-1.31170547009,0.211136355996,-0.564015567303,0.206098750234,1.31170547009
res4b18_branch2c,w,"(1024, 256, 1, 1)",-0.167010426521,0.121426731348,-0.000954506976996,0.0117808915675,0.167010426521
bn4b18_branch2c,w,"(1024,)",-0.12603494525,0.110910341144,-0.0224514100701,0.0356418788433,0.12603494525
bn4b18_branch2c,b,"(1024,)",0.00100022985134,0.0632582306862,0.0114000029862,0.00587421935052,0.0632582306862
bn4b18_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b18_branch2c,w,"(1024,)",0.0302598550916,2.28164744377,0.930029034615,0.142451032996,2.28164744377
scale4b18_branch2c,b,"(1024,)",-0.665942549706,0.593461871147,-0.207854181528,0.113338075578,0.665942549706
res4b19_branch2a,w,"(256, 1024, 1, 1)",-0.105287916958,0.218051314354,-0.000245082832407,0.0124734444544,0.218051314354
bn4b19_branch2a,w,"(256,)",-2.11563158035,1.55695295334,-0.256779432297,0.671136379242,2.11563158035
bn4b19_branch2a,b,"(256,)",0.663753271103,4.30250930786,1.65217339993,0.52368158102,4.30250930786
bn4b19_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b19_branch2a,w,"(256,)",0.554824233055,1.08328437805,0.754123568535,0.0974803119898,1.08328437805
scale4b19_branch2a,b,"(256,)",-1.40602469444,-0.0419953614473,-0.652175366879,0.236242368817,1.40602469444
res4b19_branch2b,w,"(256, 256, 3, 3)",-0.0942169725895,0.112366937101,-0.000865896348841,0.00885726511478,0.112366937101
bn4b19_branch2b,w,"(256,)",-0.459757238626,0.324961721897,-0.160562768579,0.107344739139,0.459757238626
bn4b19_branch2b,b,"(256,)",0.0176286101341,0.139192894101,0.0417939499021,0.0162133425474,0.139192894101
bn4b19_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b19_branch2b,w,"(256,)",0.502327919006,1.42968285084,0.781967282295,0.0997974053025,1.42968285084
scale4b19_branch2b,b,"(256,)",-1.55755114555,0.430020928383,-0.628104925156,0.208102345467,1.55755114555
res4b19_branch2c,w,"(1024, 256, 1, 1)",-0.133515134454,0.194036468863,-0.000883763947058,0.0111495433375,0.194036468863
bn4b19_branch2c,w,"(1024,)",-0.0912867337465,0.0762669071555,-0.0203429087996,0.0279412586242,0.0912867337465
bn4b19_branch2c,b,"(1024,)",0.0030405423604,0.0426914133132,0.0106753045693,0.00611393852159,0.0426914133132
bn4b19_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b19_branch2c,w,"(1024,)",0.235422536731,2.0593187809,0.911592423916,0.124534443021,2.0593187809
scale4b19_branch2c,b,"(1024,)",-0.564171969891,0.438302308321,-0.195088684559,0.0992476120591,0.564171969891
res4b20_branch2a,w,"(256, 1024, 1, 1)",-0.0761599317193,0.159290358424,-0.000287700648187,0.010679256171,0.159290358424
bn4b20_branch2a,w,"(256,)",-3.76365995407,1.85440182686,-0.315548241138,0.830984950066,3.76365995407
bn4b20_branch2a,b,"(256,)",0.602849006653,6.87076568604,1.43939256668,0.763228476048,6.87076568604
bn4b20_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b20_branch2a,w,"(256,)",0.589618086815,1.25834524632,0.808834254742,0.103961549699,1.25834524632
scale4b20_branch2a,b,"(256,)",-1.19707894325,0.463173657656,-0.564100563526,0.215388908982,1.19707894325
res4b20_branch2b,w,"(256, 256, 3, 3)",-0.0803073495626,0.0928846895695,-0.00068055925658,0.00780805805698,0.0928846895695
bn4b20_branch2b,w,"(256,)",-0.546913027763,0.736746311188,-0.182597368956,0.155576273799,0.736746311188
bn4b20_branch2b,b,"(256,)",0.0201960839331,0.287903785706,0.0675390064716,0.0362290367484,0.287903785706
bn4b20_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b20_branch2b,w,"(256,)",0.645462989807,1.29773139954,0.827413499355,0.0961649492383,1.29773139954
scale4b20_branch2b,b,"(256,)",-1.2725982666,0.109025888145,-0.550812244415,0.200863331556,1.2725982666
res4b20_branch2c,w,"(1024, 256, 1, 1)",-0.130763530731,0.164707094431,-0.0010155668715,0.0102237975225,0.164707094431
bn4b20_branch2c,w,"(1024,)",-0.162216648459,0.11763060838,-0.0339033231139,0.0386173613369,0.162216648459
bn4b20_branch2c,b,"(1024,)",0.00419000629336,0.0844992101192,0.0160738825798,0.0089742206037,0.0844992101192
bn4b20_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b20_branch2c,w,"(1024,)",0.107906542718,2.18871212006,0.942351162434,0.150770008564,2.18871212006
scale4b20_branch2c,b,"(1024,)",-0.502432763577,0.345508784056,-0.191212534904,0.0996110737324,0.502432763577
res4b21_branch2a,w,"(256, 1024, 1, 1)",-0.0925581380725,0.205755919218,-0.000138501287438,0.00983539037406,0.205755919218
bn4b21_branch2a,w,"(256,)",-2.48604154587,1.8803011179,-0.132721662521,0.776670634747,2.48604154587
bn4b21_branch2a,b,"(256,)",0.447490096092,3.1062939167,1.1665225029,0.475441813469,3.1062939167
bn4b21_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b21_branch2a,w,"(256,)",0.716291248798,1.40245974064,0.898577809334,0.0890784040093,1.40245974064
scale4b21_branch2a,b,"(256,)",-1.0363984108,0.116243369877,-0.409394949675,0.187148526311,1.0363984108
res4b21_branch2b,w,"(256, 256, 3, 3)",-0.0635253563523,0.106422893703,-0.000551724573597,0.00710449600592,0.106422893703
bn4b21_branch2b,w,"(256,)",-0.754820406437,0.608562469482,-0.225150927901,0.214799061418,0.754820406437
bn4b21_branch2b,b,"(256,)",0.0419142134488,0.39884698391,0.105093993247,0.0437960997224,0.39884698391
bn4b21_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b21_branch2b,w,"(256,)",0.643475472927,1.18711400032,0.866146326065,0.0932546928525,1.18711400032
scale4b21_branch2b,b,"(256,)",-0.94956022501,0.508296132088,-0.484933912754,0.180487856269,0.94956022501
res4b21_branch2c,w,"(1024, 256, 1, 1)",-0.0740293040872,0.116984367371,-0.000726241269149,0.0091360816732,0.116984367371
bn4b21_branch2c,w,"(1024,)",-0.128747224808,0.159785568714,-0.0277184639126,0.0439194664359,0.159785568714
bn4b21_branch2c,b,"(1024,)",0.00482582300901,0.131184563041,0.0271359570324,0.0174254309386,0.131184563041
bn4b21_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b21_branch2c,w,"(1024,)",0.196201384068,1.73074126244,0.93415594101,0.117226533592,1.73074126244
scale4b21_branch2c,b,"(1024,)",-0.452293157578,0.355693519115,-0.198637634516,0.0930551663041,0.452293157578
res4b22_branch2a,w,"(256, 1024, 1, 1)",-0.107836902142,0.13779707253,-0.000248240423389,0.00914133526385,0.13779707253
bn4b22_branch2a,w,"(256,)",-3.62629294395,1.17213904858,-0.282824277878,0.780424237251,3.62629294395
bn4b22_branch2a,b,"(256,)",0.233466386795,8.30565452576,1.18849492073,0.825354754925,8.30565452576
bn4b22_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b22_branch2a,w,"(256,)",0.663971304893,1.34725117683,0.886812746525,0.0935426577926,1.34725117683
scale4b22_branch2a,b,"(256,)",-1.128064394,0.597858726978,-0.419292271137,0.20668630302,1.128064394
res4b22_branch2b,w,"(256, 256, 3, 3)",-0.073771186173,0.0773399993777,-0.000415829243138,0.00668055936694,0.0773399993777
bn4b22_branch2b,w,"(256,)",-0.634708166122,0.92746669054,-0.168571233749,0.23573808372,0.92746669054
bn4b22_branch2b,b,"(256,)",0.0254927221686,0.472157090902,0.101554125547,0.0605794787407,0.472157090902
bn4b22_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b22_branch2b,w,"(256,)",0.676735341549,1.17184531689,0.878465175629,0.0821637287736,1.17184531689
scale4b22_branch2b,b,"(256,)",-1.42602980137,0.338891834021,-0.446202754974,0.211521148682,1.42602980137
res4b22_branch2c,w,"(1024, 256, 1, 1)",-0.0972255021334,0.133669689298,-0.000644060957711,0.00864016450942,0.133669689298
bn4b22_branch2c,w,"(1024,)",-0.147689655423,0.108121655881,-0.0241061989218,0.04998543486,0.147689655423
bn4b22_branch2c,b,"(1024,)",0.00587753672153,0.142104700208,0.0337768420577,0.0213060639799,0.142104700208
bn4b22_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b22_branch2c,w,"(1024,)",0.26076862216,2.18210506439,0.941041707993,0.146309137344,2.18210506439
scale4b22_branch2c,b,"(1024,)",-0.535529851913,0.182495519519,-0.214892864227,0.104706719518,0.535529851913
res4b23_branch2a,w,"(256, 1024, 1, 1)",-0.0942897796631,0.156067848206,-0.00020082492847,0.0100852297619,0.156067848206
bn4b23_branch2a,w,"(256,)",-2.8431520462,1.49136149883,-0.158100828528,0.630219817162,2.8431520462
bn4b23_branch2a,b,"(256,)",0.390735536814,10.0176506042,1.25751614571,0.864278554916,10.0176506042
bn4b23_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b23_branch2a,w,"(256,)",0.686578392982,1.2635216713,0.854542374611,0.0937695875764,1.2635216713
scale4b23_branch2a,b,"(256,)",-1.08870816231,0.395301282406,-0.497170448303,0.184498950839,1.08870816231
res4b23_branch2b,w,"(256, 256, 3, 3)",-0.0612158961594,0.0915085822344,-0.00046457562712,0.0069193020463,0.0915085822344
bn4b23_branch2b,w,"(256,)",-0.493027329445,0.468488365412,-0.148279607296,0.139588937163,0.493027329445
bn4b23_branch2b,b,"(256,)",0.0212682634592,0.312261253595,0.0630140304565,0.033998593688,0.312261253595
bn4b23_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b23_branch2b,w,"(256,)",0.645752072334,1.36462819576,0.892707526684,0.0959739461541,1.36462819576
scale4b23_branch2b,b,"(256,)",-1.15535223484,0.668402612209,-0.422736465931,0.188547760248,1.15535223484
res4b23_branch2c,w,"(1024, 256, 1, 1)",-0.0998222902417,0.164977788925,-0.000810676370747,0.00902825314552,0.164977788925
bn4b23_branch2c,w,"(1024,)",-0.169966906309,0.147172689438,-0.0372639298439,0.0528350025415,0.169966906309
bn4b23_branch2c,b,"(1024,)",0.00639871228486,0.108729481697,0.0282577462494,0.0150212366134,0.108729481697
bn4b23_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b23_branch2c,w,"(1024,)",0.27876996994,1.50029706955,0.932949066162,0.106478333473,1.50029706955
scale4b23_branch2c,b,"(1024,)",-0.57789504528,0.100699491799,-0.230203449726,0.109826080501,0.57789504528
res4b24_branch2a,w,"(256, 1024, 1, 1)",-0.117310456932,0.190909206867,-0.000328068359522,0.0114367911592,0.190909206867
bn4b24_branch2a,w,"(256,)",-2.22312140465,1.25830984116,-0.32322242856,0.643577635288,2.22312140465
bn4b24_branch2a,b,"(256,)",0.522433638573,10.3720932007,1.40797913074,0.869643688202,10.3720932007
bn4b24_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b24_branch2a,w,"(256,)",0.639435529709,1.27802419662,0.825953364372,0.101379394531,1.27802419662
scale4b24_branch2a,b,"(256,)",-1.22568845749,-0.0164270363748,-0.549548387527,0.176813617349,1.22568845749
res4b24_branch2b,w,"(256, 256, 3, 3)",-0.0889229550958,0.117337107658,-0.000568542222027,0.00772451190278,0.117337107658
bn4b24_branch2b,w,"(256,)",-0.648305654526,0.449736475945,-0.150779649615,0.133365303278,0.648305654526
bn4b24_branch2b,b,"(256,)",0.023108324036,0.269482880831,0.0583474375308,0.0287084113806,0.269482880831
bn4b24_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b24_branch2b,w,"(256,)",0.614606261253,1.19369316101,0.866138458252,0.0974824875593,1.19369316101
scale4b24_branch2b,b,"(256,)",-0.954426109791,0.518997013569,-0.476958096027,0.210044875741,0.954426109791
res4b24_branch2c,w,"(1024, 256, 1, 1)",-0.15542550385,0.14527580142,-0.000780501111876,0.0104702441022,0.15542550385
bn4b24_branch2c,w,"(1024,)",-0.161598369479,0.143408745527,-0.0299704894423,0.0475266464055,0.161598369479
bn4b24_branch2c,b,"(1024,)",0.00449519744143,0.0589144676924,0.0171849429607,0.00795371830463,0.0589144676924
bn4b24_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b24_branch2c,w,"(1024,)",0.34610325098,2.02212715149,0.923238754272,0.125501677394,2.02212715149
scale4b24_branch2c,b,"(1024,)",-0.601971328259,0.214063897729,-0.226749822497,0.106064021587,0.601971328259
res4b25_branch2a,w,"(256, 1024, 1, 1)",-0.271111547947,0.162358283997,-0.000382642436307,0.0120895793661,0.271111547947
bn4b25_branch2a,w,"(256,)",-2.62484097481,2.20352101326,-0.342537045479,0.740055263042,2.62484097481
bn4b25_branch2a,b,"(256,)",0.685615360737,6.94642210007,1.57199430466,0.808740735054,6.94642210007
bn4b25_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b25_branch2a,w,"(256,)",0.578722119331,1.50889909267,0.781693816185,0.112469024956,1.50889909267
scale4b25_branch2a,b,"(256,)",-1.42703413963,0.0113642616197,-0.622996270657,0.199927151203,1.42703413963
res4b25_branch2b,w,"(256, 256, 3, 3)",-0.0990542992949,0.157106950879,-0.000774114858359,0.00884372740984,0.157106950879
bn4b25_branch2b,w,"(256,)",-0.435205608606,0.606806337833,-0.158119231462,0.13656924665,0.606806337833
bn4b25_branch2b,b,"(256,)",0.0189693719149,0.206636607647,0.0564355179667,0.0254927705973,0.206636607647
bn4b25_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b25_branch2b,w,"(256,)",0.549957275391,1.38732099533,0.809107065201,0.107245132327,1.38732099533
scale4b25_branch2b,b,"(256,)",-1.22960603237,0.411854445934,-0.593600988388,0.203941851854,1.22960603237
res4b25_branch2c,w,"(1024, 256, 1, 1)",-0.116068065166,0.145748510957,-0.000867626513354,0.0108566656709,0.145748510957
bn4b25_branch2c,w,"(1024,)",-0.115729115903,0.128941193223,-0.0201530586928,0.0339520126581,0.128941193223
bn4b25_branch2c,b,"(1024,)",0.00339353224263,0.0672127977014,0.0149099826813,0.00935455225408,0.0672127977014
bn4b25_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b25_branch2c,w,"(1024,)",0.208104625344,1.83338773251,0.914128899574,0.147445961833,1.83338773251
scale4b25_branch2c,b,"(1024,)",-0.860477089882,0.340154260397,-0.243703886867,0.127446085215,0.860477089882
res4b26_branch2a,w,"(256, 1024, 1, 1)",-0.106265224516,0.169825434685,-0.000295966252452,0.0130289485678,0.169825434685
bn4b26_branch2a,w,"(256,)",-2.32967853546,1.61163473129,-0.213323280215,0.658639490604,2.32967853546
bn4b26_branch2a,b,"(256,)",0.646002650261,4.90123033524,1.53748488426,0.51957398653,4.90123033524
bn4b26_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b26_branch2a,w,"(256,)",0.605092704296,1.0796585083,0.783062815666,0.0859758481383,1.0796585083
scale4b26_branch2a,b,"(256,)",-1.28250920773,0.166525527835,-0.629651665688,0.198827549815,1.28250920773
res4b26_branch2b,w,"(256, 256, 3, 3)",-0.1057908535,0.116402253509,-0.000918845529668,0.00963846128434,0.116402253509
bn4b26_branch2b,w,"(256,)",-0.495147675276,0.519377291203,-0.18845692277,0.139205351472,0.519377291203
bn4b26_branch2b,b,"(256,)",0.0257879197598,0.152405500412,0.0594436004758,0.0204622745514,0.152405500412
bn4b26_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b26_branch2b,w,"(256,)",0.552656531334,1.15505695343,0.817042469978,0.0997384935617,1.15505695343
scale4b26_branch2b,b,"(256,)",-1.57227838039,0.0187946353108,-0.596246480942,0.190075263381,1.57227838039
res4b26_branch2c,w,"(1024, 256, 1, 1)",-0.119147278368,0.196374997497,-0.000962265883572,0.011969672516,0.196374997497
bn4b26_branch2c,w,"(1024,)",-0.10946534574,0.0934824049473,-0.0235373266041,0.0374674014747,0.10946534574
bn4b26_branch2c,b,"(1024,)",0.00301350560039,0.0513647943735,0.0137888919562,0.00820782128721,0.0513647943735
bn4b26_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b26_branch2c,w,"(1024,)",0.135222733021,1.93121516705,0.913119912148,0.165055051446,1.93121516705
scale4b26_branch2c,b,"(1024,)",-0.856197655201,0.243179157376,-0.271938294172,0.136944398284,0.856197655201
res4b27_branch2a,w,"(256, 1024, 1, 1)",-0.109663911164,0.260979712009,-0.000232199876336,0.0143629685044,0.260979712009
bn4b27_branch2a,w,"(256,)",-2.70123720169,1.75521743298,-0.152613550425,0.680878460407,2.70123720169
bn4b27_branch2a,b,"(256,)",0.705301105976,6.15527057648,1.66086781025,0.539889335632,6.15527057648
bn4b27_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b27_branch2a,w,"(256,)",0.353758633137,0.947287559509,0.708592534065,0.100595183671,0.947287559509
scale4b27_branch2a,b,"(256,)",-1.25091481209,0.243935078382,-0.719811618328,0.207529857755,1.25091481209
res4b27_branch2b,w,"(256, 256, 3, 3)",-0.118783034384,0.127362683415,-0.000739924726076,0.00933412183076,0.127362683415
bn4b27_branch2b,w,"(256,)",-0.321994870901,0.126624003053,-0.0997315347195,0.0687256231904,0.321994870901
bn4b27_branch2b,b,"(256,)",0.0123755885288,0.0657148733735,0.0272514745593,0.00790642388165,0.0657148733735
bn4b27_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b27_branch2b,w,"(256,)",0.646696090698,1.32827055454,0.883237838745,0.100951135159,1.32827055454
scale4b27_branch2b,b,"(256,)",-0.977572083473,0.150538921356,-0.479247450829,0.16853402555,0.977572083473
res4b27_branch2c,w,"(1024, 256, 1, 1)",-0.136407732964,0.180529281497,-0.000753279251512,0.0118279745802,0.180529281497
bn4b27_branch2c,w,"(1024,)",-0.182381033897,0.173485070467,-0.0300336088985,0.0548109300435,0.182381033897
bn4b27_branch2c,b,"(1024,)",0.00323261786252,0.0613269843161,0.0180066544563,0.00834531337023,0.0613269843161
bn4b27_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b27_branch2c,w,"(1024,)",0.07962885499,2.647605896,0.906577646732,0.153615161777,2.647605896
scale4b27_branch2c,b,"(1024,)",-0.707218110561,0.253482878208,-0.230240106583,0.123936794698,0.707218110561
res4b28_branch2a,w,"(256, 1024, 1, 1)",-0.175111964345,0.211574241519,-0.000248422264121,0.0120683358982,0.211574241519
bn4b28_branch2a,w,"(256,)",-4.27885103226,1.27808976173,-0.123137287796,0.683535575867,4.27885103226
bn4b28_branch2a,b,"(256,)",0.610970377922,15.6954689026,1.356746912,1.0203179121,15.6954689026
bn4b28_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b28_branch2a,w,"(256,)",0.479225724936,1.10062921047,0.775264382362,0.0892622321844,1.10062921047
scale4b28_branch2a,b,"(256,)",-1.08848571777,0.912983179092,-0.607871174812,0.224164232612,1.08848571777
res4b28_branch2b,w,"(256, 256, 3, 3)",-0.123504161835,0.161183983088,-0.000538510503247,0.00806487165391,0.161183983088
bn4b28_branch2b,w,"(256,)",-0.383279651403,0.22608487308,-0.0966442078352,0.0963703542948,0.383279651403
bn4b28_branch2b,b,"(256,)",0.01823307015,0.197292476892,0.0369826555252,0.0165656525642,0.197292476892
bn4b28_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b28_branch2b,w,"(256,)",0.731611728668,1.21993684769,0.887092113495,0.0781841427088,1.21993684769
scale4b28_branch2b,b,"(256,)",-0.98172134161,0.272912055254,-0.45303145051,0.16480486095,0.98172134161
res4b28_branch2c,w,"(1024, 256, 1, 1)",-0.194251790643,0.255475997925,-0.000953810056672,0.0107640260831,0.255475997925
bn4b28_branch2c,w,"(1024,)",-0.157888129354,0.161205500364,-0.0422009751201,0.0529170371592,0.161205500364
bn4b28_branch2c,b,"(1024,)",0.00397483678535,0.0717771947384,0.0196891725063,0.010397230275,0.0717771947384
bn4b28_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b28_branch2c,w,"(1024,)",0.0761532559991,1.95494890213,0.93092918396,0.138070568442,1.95494890213
scale4b28_branch2c,b,"(1024,)",-0.610538125038,0.387010246515,-0.232093572617,0.113010697067,0.610538125038
res4b29_branch2a,w,"(256, 1024, 1, 1)",-0.105465136468,0.260039061308,-0.000178521295311,0.0117579614744,0.260039061308
bn4b29_branch2a,w,"(256,)",-2.4550075531,1.32370007038,-0.122999459505,0.633742153645,2.4550075531
bn4b29_branch2a,b,"(256,)",0.524977982044,4.32528734207,1.21572828293,0.510578513145,4.32528734207
bn4b29_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b29_branch2a,w,"(256,)",0.522491157055,1.15724933147,0.823304653168,0.102444849908,1.15724933147
scale4b29_branch2a,b,"(256,)",-1.20920979977,0.359935700893,-0.52717423439,0.236278921366,1.20920979977
res4b29_branch2b,w,"(256, 256, 3, 3)",-0.115837872028,0.0839916169643,-0.0004989488516,0.0076313437894,0.115837872028
bn4b29_branch2b,w,"(256,)",-0.463087528944,0.383855938911,-0.13056820631,0.154538631439,0.463087528944
bn4b29_branch2b,b,"(256,)",0.0135722644627,0.251941859722,0.0539468191564,0.0266512781382,0.251941859722
bn4b29_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b29_branch2b,w,"(256,)",0.608680069447,1.2114481926,0.894386291504,0.0968571230769,1.2114481926
scale4b29_branch2b,b,"(256,)",-1.28628444672,0.694303929806,-0.413418710232,0.212404221296,1.28628444672
res4b29_branch2c,w,"(1024, 256, 1, 1)",-0.146860316396,0.163254842162,-0.000815726292785,0.0102990185842,0.163254842162
