Layer,Type,Shape,Min,Max,Mean,Std,L1
scale4b1_branch2b,w,"(256,)",0.486626684666,1.34577286243,0.764629662037,0.118101298809,1.34577286243
scale4b1_branch2b,b,"(256,)",-1.44072794914,0.573685824871,-0.581659495831,0.332788258791,1.44072794914
res4b1_branch2c,w,"(1024, 256, 1, 1)",-0.147181078792,0.139997005463,-0.000593431526795,0.00949082151055,0.147181078792
bn4b1_branch2c,w,"(1024,)",-0.229216486216,0.165506094694,-0.00725432997569,0.0418758355081,0.229216486216
bn4b1_branch2c,b,"(1024,)",0.000154503199155,0.0433326661587,0.0134012540802,0.00701859779656,0.0433326661587
bn4b1_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b1_branch2c,w,"(1024,)",-0.0264470800757,2.77454209328,0.783083438873,0.310439735651,2.77454209328
scale4b1_branch2c,b,"(1024,)",-0.657940626144,1.14484727383,-0.0327065214515,0.169631674886,1.14484727383
res4b2_branch2a,w,"(256, 1024, 1, 1)",-0.158114850521,0.148293718696,-4.34722969658e-05,0.00765531277284,0.158114850521
bn4b2_branch2a,w,"(256,)",-2.81783938408,8.42537689209,-0.0461757779121,1.12048375607,8.42537689209
bn4b2_branch2a,b,"(256,)",0.337933123112,11.1496009827,1.53685629368,1.15822815895,11.1496009827
bn4b2_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b2_branch2a,w,"(256,)",0.646780967712,1.51405119896,0.908988833427,0.137476459146,1.51405119896
scale4b2_branch2a,b,"(256,)",-2.34750509262,0.985068023205,-0.275984704494,0.310193985701,2.34750509262
res4b2_branch2b,w,"(256, 256, 3, 3)",-0.0899388641119,0.134277775884,-0.000432276283391,0.00657246261835,0.134277775884
bn4b2_branch2b,w,"(256,)",-1.68264424801,1.09835755825,-0.30510738492,0.346934020519,1.68264424801
bn4b2_branch2b,b,"(256,)",0.0299553908408,1.23291265965,0.228921681643,0.153775691986,1.23291265965
bn4b2_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b2_branch2b,w,"(256,)",0.509185731411,1.34627437592,0.812274456024,0.120977528393,1.34627437592
scale4b2_branch2b,b,"(256,)",-1.23485016823,0.669516444206,-0.533754348755,0.292889416218,1.23485016823
res4b2_branch2c,w,"(1024, 256, 1, 1)",-0.157190695405,0.128359377384,-0.000486648146762,0.00950554665178,0.157190695405
bn4b2_branch2c,w,"(1024,)",-0.284356325865,0.176538079977,-0.00822491757572,0.0500026308,0.284356325865
bn4b2_branch2c,b,"(1024,)",0.00115913816262,0.127351567149,0.0176260173321,0.0103114861995,0.127351567149
bn4b2_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b2_branch2c,w,"(1024,)",-0.010249176994,2.86726355553,0.836864292622,0.292266279459,2.86726355553
scale4b2_branch2c,b,"(1024,)",-0.823429524899,0.976165652275,-0.0819291472435,0.167962104082,0.976165652275
res4b3_branch2a,w,"(256, 1024, 1, 1)",-0.10808930546,0.116650946438,-0.000100030716567,0.00855325907469,0.116650946438
bn4b3_branch2a,w,"(256,)",-2.69099497795,8.55136108398,-0.14644511044,1.16698276997,8.55136108398
bn4b3_branch2a,b,"(256,)",0.296380937099,7.8402223587,1.85618519783,0.969174742699,7.8402223587
bn4b3_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b3_branch2a,w,"(256,)",0.647392272949,1.46874952316,0.917495727539,0.150821819901,1.46874952316
scale4b3_branch2a,b,"(256,)",-0.956535577774,0.514835476875,-0.280721485615,0.281638681889,0.956535577774
res4b3_branch2b,w,"(256, 256, 3, 3)",-0.125167176127,0.101812280715,-0.000540359062143,0.00778990751132,0.125167176127
bn4b3_branch2b,w,"(256,)",-1.63015508652,0.970463633537,-0.282117038965,0.340780943632,1.63015508652
bn4b3_branch2b,b,"(256,)",0.0680075883865,0.900414943695,0.262845993042,0.137645989656,0.900414943695
bn4b3_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b3_branch2b,w,"(256,)",0.569633185863,1.36779487133,0.811394929886,0.127091109753,1.36779487133
scale4b3_branch2b,b,"(256,)",-1.18276846409,0.254059523344,-0.57307189703,0.247728988528,1.18276846409
res4b3_branch2c,w,"(1024, 256, 1, 1)",-0.197889849544,0.125468701124,-0.000772444240283,0.0108546214178,0.197889849544
bn4b3_branch2c,w,"(1024,)",-0.302332192659,0.126088783145,-0.0167637690902,0.04247187078,0.302332192659
bn4b3_branch2c,b,"(1024,)",0.000368611013982,0.075642965734,0.0163477398455,0.00969692971557,0.075642965734
bn4b3_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b3_branch2c,w,"(1024,)",0.00413890415803,2.59137487411,0.874235153198,0.254665106535,2.59137487411
scale4b3_branch2c,b,"(1024,)",-0.728384077549,0.922310829163,-0.117227256298,0.161160901189,0.922310829163
res4b4_branch2a,w,"(256, 1024, 1, 1)",-0.125589102507,0.161739975214,6.65025945636e-05,0.00830200873315,0.161739975214
bn4b4_branch2a,w,"(256,)",-1.97087430954,7.46565723419,0.174898386002,1.08298254013,7.46565723419
bn4b4_branch2a,b,"(256,)",0.225462272763,3.92182612419,1.2913441658,0.551363825798,3.92182612419
bn4b4_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b4_branch2a,w,"(256,)",0.72491890192,1.47862267494,0.954607188702,0.121769048274,1.47862267494
scale4b4_branch2a,b,"(256,)",-0.865405321121,0.411798208952,-0.206637680531,0.223385035992,0.865405321121
res4b4_branch2b,w,"(256, 256, 3, 3)",-0.0980758517981,0.0877145305276,-0.000410588370869,0.00692430557683,0.0980758517981
bn4b4_branch2b,w,"(256,)",-1.7830709219,0.786498367786,-0.26690518856,0.317948877811,1.7830709219
bn4b4_branch2b,b,"(256,)",0.0608866065741,0.680205345154,0.223154962063,0.115668825805,0.680205345154
bn4b4_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b4_branch2b,w,"(256,)",0.575595498085,1.28642308712,0.821203589439,0.124367833138,1.28642308712
scale4b4_branch2b,b,"(256,)",-1.23588323593,0.367254763842,-0.55477309227,0.235822662711,1.23588323593
res4b4_branch2c,w,"(1024, 256, 1, 1)",-0.229718863964,0.149666205049,-0.000592903874349,0.0100119346753,0.229718863964
bn4b4_branch2c,w,"(1024,)",-0.28746598959,0.130315482616,-0.0126736927778,0.0433165803552,0.28746598959
bn4b4_branch2c,b,"(1024,)",0.000453547312645,0.126519873738,0.0176899433136,0.0104288524017,0.126519873738
bn4b4_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b4_branch2c,w,"(1024,)",0.00575872929767,2.35216188431,0.849402666092,0.19673268497,2.35216188431
scale4b4_branch2c,b,"(1024,)",-0.818364143372,0.605854809284,-0.167496681213,0.152106523514,0.818364143372
res4b5_branch2a,w,"(256, 1024, 1, 1)",-0.130578547716,0.155123755336,-7.20174284652e-08,0.008584221825,0.155123755336
bn4b5_branch2a,w,"(256,)",-4.30092859268,8.96707630157,0.0823141187429,1.408603549,8.96707630157
bn4b5_branch2a,b,"(256,)",0.217672869563,4.53031873703,1.68360579014,0.739247262478,4.53031873703
bn4b5_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b5_branch2a,w,"(256,)",0.69972807169,1.5208388567,0.945725679398,0.114228799939,1.5208388567
scale4b5_branch2a,b,"(256,)",-0.750889003277,0.671295881271,-0.240996003151,0.233245566487,0.750889003277
res4b5_branch2b,w,"(256, 256, 3, 3)",-0.0935088768601,0.139544561505,-0.00045120017603,0.0077037140727,0.139544561505
bn4b5_branch2b,w,"(256,)",-1.30379390717,1.45698690414,-0.255316585302,0.379056185484,1.45698690414
bn4b5_branch2b,b,"(256,)",0.0592796169221,0.641944110394,0.246466964483,0.105694122612,0.641944110394
bn4b5_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b5_branch2b,w,"(256,)",0.579893708229,1.25742077827,0.810219168663,0.122395403683,1.25742077827
scale4b5_branch2b,b,"(256,)",-1.1327008009,0.82407951355,-0.574841976166,0.239048689604,1.1327008009
res4b5_branch2c,w,"(1024, 256, 1, 1)",-0.215188577771,0.104629531503,-0.000666896172334,0.0111217778176,0.215188577771
bn4b5_branch2c,w,"(1024,)",-0.201339647174,0.12283500284,-0.0197050608695,0.0419402755797,0.201339647174
bn4b5_branch2c,b,"(1024,)",0.000551974691916,0.0574489459395,0.014875269495,0.00788550637662,0.0574489459395
bn4b5_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b5_branch2c,w,"(1024,)",0.00377406226471,2.27339935303,0.871003270149,0.202252462506,2.27339935303
scale4b5_branch2c,b,"(1024,)",-0.739421308041,0.380538195372,-0.188860684633,0.141113042831,0.739421308041
res4b6_branch2a,w,"(256, 1024, 1, 1)",-0.120276004076,0.156160220504,-0.000300108949887,0.0109212333336,0.156160220504
bn4b6_branch2a,w,"(256,)",-2.69409799576,5.41187620163,-0.335280179977,0.923734128475,5.41187620163
bn4b6_branch2a,b,"(256,)",0.335795849562,7.98500442505,2.0256023407,0.825581610203,7.98500442505
bn4b6_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b6_branch2a,w,"(256,)",0.560121536255,1.48640036583,0.795965790749,0.12991116941,1.48640036583
scale4b6_branch2a,b,"(256,)",-1.65501737595,0.309487313032,-0.602565944195,0.223889902234,1.65501737595
res4b6_branch2b,w,"(256, 256, 3, 3)",-0.144543737173,0.176747143269,-0.000848902622238,0.00910279992968,0.176747143269
bn4b6_branch2b,w,"(256,)",-0.690008640289,0.394499599934,-0.199525699019,0.15145586431,0.690008640289
bn4b6_branch2b,b,"(256,)",0.018890382722,0.2321177423,0.0731473639607,0.0327375717461,0.2321177423
bn4b6_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b6_branch2b,w,"(256,)",0.552123963833,1.77730977535,0.81540954113,0.130350381136,1.77730977535
scale4b6_branch2b,b,"(256,)",-1.57580184937,0.0791790485382,-0.643052756786,0.192499950528,1.57580184937
res4b6_branch2c,w,"(1024, 256, 1, 1)",-0.389499396086,0.157405346632,-0.000768603174947,0.0119083831087,0.389499396086
bn4b6_branch2c,w,"(1024,)",-0.200065076351,0.0895227044821,-0.0178160089999,0.0382014550269,0.200065076351
bn4b6_branch2c,b,"(1024,)",0.000201923161512,0.0939306914806,0.0127002848312,0.0073403371498,0.0939306914806
bn4b6_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b6_branch2c,w,"(1024,)",0.00279842480086,2.0381026268,0.861275792122,0.214845478535,2.0381026268
scale4b6_branch2c,b,"(1024,)",-0.997771561146,0.295450240374,-0.215444907546,0.167919412255,0.997771561146
res4b7_branch2a,w,"(256, 1024, 1, 1)",-0.109581463039,0.175297826529,-0.000141346608871,0.00910554453731,0.175297826529
bn4b7_branch2a,w,"(256,)",-2.20575213432,6.24319124222,-0.206914305687,0.971754670143,6.24319124222
bn4b7_branch2a,b,"(256,)",0.266223430634,5.69981241226,1.7776876688,0.820697784424,5.69981241226
bn4b7_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b7_branch2a,w,"(256,)",0.703799307346,1.35178124905,0.938574969769,0.107053302228,1.35178124905
scale4b7_branch2a,b,"(256,)",-0.928252160549,0.731394946575,-0.272244393826,0.25888812542,0.928252160549
res4b7_branch2b,w,"(256, 256, 3, 3)",-0.104504555464,0.131144031882,-0.000566450995393,0.00902633368969,0.131144031882
bn4b7_branch2b,w,"(256,)",-1.17963659763,2.64184999466,-0.317363202572,0.351684361696,2.64184999466
bn4b7_branch2b,b,"(256,)",0.0860839635134,0.941417813301,0.316896677017,0.123646169901,0.941417813301
bn4b7_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b7_branch2b,w,"(256,)",0.473376214504,1.12465727329,0.791282713413,0.0998252555728,1.12465727329
scale4b7_branch2b,b,"(256,)",-1.2131203413,0.212131485343,-0.709139227867,0.214829489589,1.2131203413
res4b7_branch2c,w,"(1024, 256, 1, 1)",-0.141915723681,0.143407687545,-0.000601854233537,0.0121580166742,0.143407687545
bn4b7_branch2c,w,"(1024,)",-0.184781700373,0.104777544737,-0.0127041172236,0.0351057499647,0.184781700373
bn4b7_branch2c,b,"(1024,)",0.00185200187843,0.0350664816797,0.0102764051408,0.00606481404975,0.0350664816797
bn4b7_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b7_branch2c,w,"(1024,)",0.107312455773,2.37657737732,0.865949869156,0.23790217936,2.37657737732
scale4b7_branch2c,b,"(1024,)",-0.707042813301,0.334530472755,-0.194347292185,0.1351326406,0.707042813301
res4b8_branch2a,w,"(256, 1024, 1, 1)",-0.127227544785,0.169661730528,-0.00020859214419,0.00880683027208,0.169661730528
bn4b8_branch2a,w,"(256,)",-2.48956680298,6.23744344711,-0.266699075699,0.790020346642,6.23744344711
bn4b8_branch2a,b,"(256,)",0.205294281244,4.26477432251,1.48557257652,0.696880698204,4.26477432251
bn4b8_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b8_branch2a,w,"(256,)",0.70466530323,1.58103966713,0.929061293602,0.108945190907,1.58103966713
scale4b8_branch2a,b,"(256,)",-1.04802703857,0.351903766394,-0.31432107091,0.216520115733,1.04802703857
res4b8_branch2b,w,"(256, 256, 3, 3)",-0.0652795284986,0.147068247199,-0.00055822939612,0.00791611988097,0.147068247199
bn4b8_branch2b,w,"(256,)",-1.37200689316,1.27707338333,-0.284984886646,0.298115462065,1.37200689316
bn4b8_branch2b,b,"(256,)",0.028416313231,1.02953004837,0.18591979146,0.111591503024,1.02953004837
bn4b8_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b8_branch2b,w,"(256,)",0.508231520653,1.07556700706,0.755720794201,0.108926191926,1.07556700706
scale4b8_branch2b,b,"(256,)",-1.11738288403,-0.140217676759,-0.705753207207,0.142221644521,1.11738288403
res4b8_branch2c,w,"(1024, 256, 1, 1)",-0.110830694437,0.268705785275,-0.000639397592749,0.010986498557,0.268705785275
bn4b8_branch2c,w,"(1024,)",-0.169003412127,0.10570486635,-0.00984176062047,0.0297726113349,0.169003412127
bn4b8_branch2c,b,"(1024,)",0.00205305032432,0.0358536094427,0.00963488128036,0.00574653735384,0.0358536094427
bn4b8_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b8_branch2c,w,"(1024,)",0.250826716423,2.24929094315,0.871806740761,0.152347534895,2.24929094315
scale4b8_branch2c,b,"(1024,)",-0.773786365986,0.692376315594,-0.205898150802,0.130181640387,0.773786365986
res4b9_branch2a,w,"(256, 1024, 1, 1)",-0.106037370861,0.270031511784,-0.000214161569602,0.00943062175065,0.270031511784
bn4b9_branch2a,w,"(256,)",-2.74144172668,2.4715898037,-0.304322689772,0.899298131466,2.74144172668
bn4b9_branch2a,b,"(256,)",0.243994563818,6.66744422913,1.58568501472,0.760039329529,6.66744422913
bn4b9_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b9_branch2a,w,"(256,)",0.72919434309,1.56179392338,0.943203091621,0.118532553315,1.56179392338
scale4b9_branch2a,b,"(256,)",-0.820302665234,0.434930413961,-0.294984340668,0.179802775383,0.820302665234
res4b9_branch2b,w,"(256, 256, 3, 3)",-0.0994747653604,0.0945755243301,-0.000660348974634,0.00869113951921,0.0994747653604
bn4b9_branch2b,w,"(256,)",-1.57265627384,1.27300333977,-0.360074162483,0.380632191896,1.57265627384
bn4b9_branch2b,b,"(256,)",0.0828602164984,0.672729432583,0.264481067657,0.0969753116369,0.672729432583
bn4b9_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b9_branch2b,w,"(256,)",0.559647679329,1.02115428448,0.768057882786,0.0830168649554,1.02115428448
scale4b9_branch2b,b,"(256,)",-1.38448858261,-0.214359611273,-0.708579003811,0.164219513535,1.38448858261
res4b9_branch2c,w,"(1024, 256, 1, 1)",-0.127393782139,0.169573679566,-0.00090534100309,0.0116822840646,0.169573679566
bn4b9_branch2c,w,"(1024,)",-0.125699862838,0.132927626371,-0.0173899233341,0.0332407057285,0.132927626371
bn4b9_branch2c,b,"(1024,)",0.00177351478487,0.0456992089748,0.0107564199716,0.00652616610751,0.0456992089748
bn4b9_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b9_branch2c,w,"(1024,)",0.0425060577691,1.99858868122,0.893859505653,0.175095751882,1.99858868122
scale4b9_branch2c,b,"(1024,)",-0.696324646473,0.292132079601,-0.192392930388,0.121555931866,0.696324646473
res4b10_branch2a,w,"(256, 1024, 1, 1)",-0.114651352167,0.200082197785,-6.92945395713e-05,0.0095176845789,0.200082197785
bn4b10_branch2a,w,"(256,)",-2.05015492439,4.36569976807,-0.189673289657,0.866028010845,4.36569976807
bn4b10_branch2a,b,"(256,)",0.131884932518,5.650639534,1.99422383308,1.09568250179,5.650639534
bn4b10_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b10_branch2a,w,"(256,)",0.6911444664,1.34162020683,0.933953881264,0.129665911198,1.34162020683
scale4b10_branch2a,b,"(256,)",-1.12708353996,0.765487790108,-0.323362588882,0.244925364852,1.12708353996
res4b10_branch2b,w,"(256, 256, 3, 3)",-0.0881941542029,0.125344574451,-0.000687037478201,0.00926856696606,0.125344574451
bn4b10_branch2b,w,"(256,)",-1.67004621029,2.58252763748,-0.420785963535,0.372955203056,2.58252763748
bn4b10_branch2b,b,"(256,)",0.0653218999505,2.27998733521,0.451789706945,0.291534394026,2.27998733521
bn4b10_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b10_branch2b,w,"(256,)",0.583444774151,1.68787574768,0.863454520702,0.132218658924,1.68787574768
scale4b10_branch2b,b,"(256,)",-1.63550853729,0.226182863116,-0.809895217419,0.248045042157,1.63550853729
res4b10_branch2c,w,"(1024, 256, 1, 1)",-0.186573326588,0.208610147238,-0.000624316511676,0.0122712748125,0.208610147238
bn4b10_branch2c,w,"(1024,)",-0.263808399439,0.160826638341,-0.0109361866489,0.0366883687675,0.263808399439
bn4b10_branch2c,b,"(1024,)",0.00277022039518,0.0659328326583,0.0170878190547,0.010260543786,0.0659328326583
bn4b10_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b10_branch2c,w,"(1024,)",0.0251198019832,2.6605796814,0.924991488457,0.324631273746,2.6605796814
scale4b10_branch2c,b,"(1024,)",-0.96826338768,0.928864896297,-0.146645456553,0.143242269754,0.96826338768
res4b11_branch2a,w,"(256, 1024, 1, 1)",-0.106853842735,0.150605633855,-0.000199438160053,0.00837980955839,0.150605633855
bn4b11_branch2a,w,"(256,)",-3.30163216591,2.54957890511,-0.240663796663,0.83010160923,3.30163216591
bn4b11_branch2a,b,"(256,)",0.20328181982,6.51154756546,1.25089669228,0.771090388298,6.51154756546
bn4b11_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b11_branch2a,w,"(256,)",0.743261039257,1.21288824081,0.937905311584,0.0917257517576,1.21288824081
scale4b11_branch2a,b,"(256,)",-0.975590646267,0.729811251163,-0.307551383972,0.185787513852,0.975590646267
res4b11_branch2b,w,"(256, 256, 3, 3)",-0.139597132802,0.118212252855,-0.000655974610709,0.00727949803695,0.139597132802
bn4b11_branch2b,w,"(256,)",-1.33409202099,1.52930939198,-0.350696355104,0.360131055117,1.52930939198
bn4b11_branch2b,b,"(256,)",0.0557342991233,2.18372535706,0.21030947566,0.196335092187,2.18372535706
bn4b11_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b11_branch2b,w,"(256,)",0.581677913666,1.1555981636,0.792194962502,0.104969024658,1.1555981636
scale4b11_branch2b,b,"(256,)",-1.33587265015,0.186826229095,-0.635465621948,0.181512594223,1.33587265015
res4b11_branch2c,w,"(1024, 256, 1, 1)",-0.147285163403,0.323219329119,-0.0006852139486,0.00993030983955,0.323219329119
bn4b11_branch2c,w,"(1024,)",-0.118466347456,0.093768671155,-0.0154436975718,0.0308027751744,0.118466347456
bn4b11_branch2c,b,"(1024,)",0.003422585316,0.0667669400573,0.0157368294895,0.00873475428671,0.0667669400573
bn4b11_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b11_branch2c,w,"(1024,)",0.0551332905889,2.14722275734,0.905059635639,0.175174146891,2.14722275734
scale4b11_branch2c,b,"(1024,)",-0.884057939053,0.534194171429,-0.171427085996,0.128647506237,0.884057939053
res4b12_branch2a,w,"(256, 1024, 1, 1)",-0.077825859189,0.16176879406,-0.000259369495325,0.00950114428997,0.16176879406
bn4b12_branch2a,w,"(256,)",-2.50623774529,2.77705311775,-0.331335991621,0.862246632576,2.77705311775
bn4b12_branch2a,b,"(256,)",0.225251555443,4.49851846695,1.53883397579,0.672231435776,4.49851846695
bn4b12_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b12_branch2a,w,"(256,)",0.659919917583,1.18159222603,0.868183016777,0.0975847691298,1.18159222603
scale4b12_branch2a,b,"(256,)",-1.2729165554,0.0594670511782,-0.478313744068,0.192978411913,1.2729165554
res4b12_branch2b,w,"(256, 256, 3, 3)",-0.0737616494298,0.132140830159,-0.000669934088364,0.00853740796447,0.132140830159
bn4b12_branch2b,w,"(256,)",-0.826883435249,0.583356142044,-0.227757781744,0.192087233067,0.826883435249
bn4b12_branch2b,b,"(256,)",0.0247992090881,0.319619953632,0.1169282794,0.0505424588919,0.319619953632
bn4b12_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b12_branch2b,w,"(256,)",0.531965374947,1.04099416733,0.743952214718,0.096845574677,1.04099416733
scale4b12_branch2b,b,"(256,)",-1.27565205097,-0.0737143084407,-0.712160468102,0.17982108891,1.27565205097
res4b12_branch2c,w,"(1024, 256, 1, 1)",-0.159364402294,0.163316562772,-0.000872482371051,0.0108952820301,0.163316562772
bn4b12_branch2c,w,"(1024,)",-0.120118573308,0.0781774297357,-0.0152848865837,0.023649007082,0.120118573308
bn4b12_branch2c,b,"(1024,)",0.00232636858709,0.0369633808732,0.011826980859,0.00715347146615,0.0369633808732
bn4b12_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b12_branch2c,w,"(1024,)",0.086765691638,1.57864272594,0.891230940819,0.139603048563,1.57864272594
scale4b12_branch2c,b,"(1024,)",-0.971341609955,0.219249650836,-0.19036012888,0.129620447755,0.971341609955
res4b13_branch2a,w,"(256, 1024, 1, 1)",-0.209094271064,0.216988414526,-0.000262461719103,0.0112368222326,0.216988414526
bn4b13_branch2a,w,"(256,)",-2.61446237564,2.11641335487,-0.328377664089,0.733426988125,2.61446237564
bn4b13_branch2a,b,"(256,)",0.5853536129,8.47589683533,1.85109996796,0.973020851612,8.47589683533
bn4b13_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b13_branch2a,w,"(256,)",0.630837261677,1.24082136154,0.809056162834,0.103155434132,1.24082136154
scale4b13_branch2a,b,"(256,)",-1.73922741413,0.412208229303,-0.591994941235,0.248027682304,1.73922741413
res4b13_branch2b,w,"(256, 256, 3, 3)",-0.127900093794,0.296942919493,-0.00093907781411,0.00943624880165,0.296942919493
bn4b13_branch2b,w,"(256,)",-0.98469299078,1.15724182129,-0.243798807263,0.202833771706,1.15724182129
bn4b13_branch2b,b,"(256,)",0.037553627044,0.644935250282,0.0965418368578,0.0759919434786,0.644935250282
bn4b13_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b13_branch2b,w,"(256,)",0.443973660469,1.8960185051,0.770218729973,0.160408169031,1.8960185051
scale4b13_branch2b,b,"(256,)",-2.43717288971,0.228426665068,-0.719221830368,0.267127603292,2.43717288971
res4b13_branch2c,w,"(1024, 256, 1, 1)",-0.148765593767,0.348473608494,-0.00062679144321,0.0116936583072,0.348473608494
bn4b13_branch2c,w,"(1024,)",-0.139898568392,0.0724906772375,-0.0107882963493,0.0257088150829,0.139898568392
bn4b13_branch2c,b,"(1024,)",0.00208867620677,0.0662520080805,0.0107086095959,0.00669709360227,0.0662520080805
bn4b13_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b13_branch2c,w,"(1024,)",0.136253237724,3.29568338394,0.901172995567,0.248839750886,3.29568338394
scale4b13_branch2c,b,"(1024,)",-0.802151918411,0.305886924267,-0.196343436837,0.153009772301,0.802151918411
res4b14_branch2a,w,"(256, 1024, 1, 1)",-0.111409939826,0.253935217857,-0.000279933417914,0.0101572545245,0.253935217857
bn4b14_branch2a,w,"(256,)",-3.05872631073,1.7637745142,-0.288548350334,0.81196141243,3.05872631073
bn4b14_branch2a,b,"(256,)",0.494027465582,7.11707448959,1.51240181923,0.803064227104,7.11707448959
bn4b14_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b14_branch2a,w,"(256,)",0.621746182442,1.23826050758,0.849311947823,0.103219218552,1.23826050758
scale4b14_branch2a,b,"(256,)",-1.14847147465,0.361234337091,-0.506961107254,0.213760986924,1.14847147465
res4b14_branch2b,w,"(256, 256, 3, 3)",-0.0804273113608,0.141944378614,-0.000723460165318,0.00859523937106,0.141944378614
bn4b14_branch2b,w,"(256,)",-0.747663676739,0.874761641026,-0.225785434246,0.191564127803,0.874761641026
bn4b14_branch2b,b,"(256,)",0.047734066844,0.523194491863,0.10354141891,0.0574381016195,0.523194491863
bn4b14_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b14_branch2b,w,"(256,)",0.596645236015,1.22753226757,0.782629847527,0.0953039005399,1.22753226757
scale4b14_branch2b,b,"(256,)",-1.37559115887,0.203942537308,-0.636719048023,0.218137413263,1.37559115887
res4b14_branch2c,w,"(1024, 256, 1, 1)",-0.146665692329,0.193078279495,-0.000784055970144,0.0111166415736,0.193078279495
bn4b14_branch2c,w,"(1024,)",-0.116207078099,0.114036470652,-0.0178985577077,0.0338044911623,0.116207078099
bn4b14_branch2c,b,"(1024,)",0.00230285944417,0.0549769811332,0.0137779898942,0.00855766236782,0.0549769811332
bn4b14_branch2c,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b14_branch2c,w,"(1024,)",0.028975456953,1.76160120964,0.912100195885,0.171208694577,1.76160120964
scale4b14_branch2c,b,"(1024,)",-0.901337504387,0.291610330343,-0.197199642658,0.145219936967,0.901337504387
res4b15_branch2a,w,"(256, 1024, 1, 1)",-0.0729340165854,0.136271759868,-0.000288294628263,0.0105617009103,0.136271759868
bn4b15_branch2a,w,"(256,)",-2.41445493698,1.48678994179,-0.315843701363,0.671668410301,2.41445493698
bn4b15_branch2a,b,"(256,)",0.563574314117,2.97437644005,1.52067148685,0.47627851367,2.97437644005
bn4b15_branch2a,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b15_branch2a,w,"(256,)",0.717034697533,1.25958931446,0.865219891071,0.0799386128783,1.25958931446
scale4b15_branch2a,b,"(256,)",-1.02502548695,-0.0141965178773,-0.487897068262,0.180212244391,1.02502548695
res4b15_branch2b,w,"(256, 256, 3, 3)",-0.0665521174669,0.0935327857733,-0.00059809332015,0.00852270703763,0.0935327857733
bn4b15_branch2b,w,"(256,)",-0.730151295662,0.628321409225,-0.189658463001,0.199001699686,0.730151295662
bn4b15_branch2b,b,"(256,)",0.0345035865903,0.226341545582,0.086215287447,0.0288471560925,0.226341545582
bn4b15_branch2b,b,"(1,)",1.0,1.0,1.0,0.0,1.0
scale4b15_branch2b,w,"(256,)",0.568228363991,1.29922449589,0.792101979256,0.0903730541468,1.29922449589
scale4b15_branch2b,b,"(256,)",-1.26722490788,0.224625706673,-0.612474560738,0.203150257468,1.26722490788
