Layer,Type,Shape,Min,Max,Mean,Std,L1
inception_4b/3x3_reduce,b,"(112,)",-2.03443002701,2.64471578598,0.356913238764,0.807244181633,2.64471578598
inception_4b/3x3,w,"(224, 112, 3, 3)",-0.17247775197,0.573198616505,-0.00106938392855,0.0255764704198,0.573198616505
inception_4b/3x3,b,"(224,)",-3.4701154232,2.89905142784,0.471189975739,0.565152645111,3.4701154232
inception_4b/5x5_reduce,w,"(24, 512, 1, 1)",-0.293036460876,0.482421994209,0.00352561403997,0.0521432906389,0.482421994209
inception_4b/5x5_reduce,b,"(24,)",-1.50450646877,7.07726669312,1.96081316471,1.78232967854,7.07726669312
inception_4b/5x5,w,"(64, 24, 5, 5)",-0.193099424243,0.356173098087,-0.00236274884082,0.0356119796634,0.356173098087
inception_4b/5x5,b,"(64,)",-1.1795797348,2.94587612152,0.746990680695,0.728266060352,2.94587612152
inception_4b/pool_proj,w,"(64, 512, 1, 1)",-0.362301081419,0.366696625948,-0.00360985752195,0.0461819916964,0.366696625948
inception_4b/pool_proj,b,"(64,)",-0.258123904467,1.27910113335,0.303703844547,0.321573406458,1.27910113335
inception_4c/1x1,w,"(128, 512, 1, 1)",-0.554359912872,0.7663423419,-0.000888632086571,0.0497851409018,0.7663423419
inception_4c/1x1,b,"(128,)",-0.790684342384,3.05270910263,0.97996622324,0.784876167774,3.05270910263
inception_4c/3x3_reduce,w,"(128, 512, 1, 1)",-0.278867483139,0.759204030037,-0.000826034054626,0.0476747117937,0.759204030037
inception_4c/3x3_reduce,b,"(128,)",-5.48168373108,3.83969020844,0.4352388978,1.39367175102,5.48168373108
inception_4c/3x3,w,"(256, 128, 3, 3)",-0.202623963356,0.403602153063,-0.00191386102233,0.0251108985394,0.403602153063
inception_4c/3x3,b,"(256,)",-7.88705587387,2.50134539604,0.666756570339,0.888496279716,7.88705587387
inception_4c/5x5_reduce,w,"(24, 512, 1, 1)",-0.267286062241,0.413273155689,-0.000529212469701,0.0556092187762,0.413273155689
inception_4c/5x5_reduce,b,"(24,)",-2.06687307358,3.35804700851,1.43388044834,1.28135275841,3.35804700851
inception_4c/5x5,w,"(64, 24, 5, 5)",-0.530632317066,0.459643661976,-0.00329901627265,0.0354207120836,0.530632317066
inception_4c/5x5,b,"(64,)",-1.19326269627,2.82154560089,0.708048403263,0.67182213068,2.82154560089
inception_4c/pool_proj,w,"(64, 512, 1, 1)",-0.254271864891,0.434030681849,-0.0027889306657,0.0417053773999,0.434030681849
inception_4c/pool_proj,b,"(64,)",-0.398320555687,1.39713811874,0.413917511702,0.420789957047,1.39713811874
inception_4d/1x1,w,"(112, 512, 1, 1)",-0.752777516842,0.654132306576,-0.00324244843796,0.0465269237757,0.752777516842
inception_4d/1x1,b,"(112,)",-0.51553016901,3.69515323639,0.982614636421,0.755669534206,3.69515323639
inception_4d/3x3_reduce,w,"(144, 512, 1, 1)",-0.258428990841,0.526056885719,-0.00244384794496,0.0526218935847,0.526056885719
inception_4d/3x3_reduce,b,"(144,)",-14.6440963745,4.74735879898,0.112982459366,2.09130430222,14.6440963745
inception_4d/3x3,w,"(288, 144, 3, 3)",-0.207530677319,0.314472079277,-0.00294640683569,0.025188267231,0.314472079277
inception_4d/3x3,b,"(288,)",-12.1720018387,2.84201526642,0.556420564651,1.22446024418,12.1720018387
inception_4d/5x5_reduce,w,"(32, 512, 1, 1)",-0.291383087635,0.447725743055,-0.000106937259261,0.0483699776232,0.447725743055
inception_4d/5x5_reduce,b,"(32,)",-2.33210849762,3.99169254303,1.40771400928,1.3984361887,3.99169254303
inception_4d/5x5,w,"(64, 32, 5, 5)",-0.159791484475,0.317189365625,-0.00307981460355,0.0299264211208,0.317189365625
inception_4d/5x5,b,"(64,)",-1.44441843033,3.06487369537,0.738948822021,0.847990214825,3.06487369537
inception_4d/pool_proj,w,"(64, 512, 1, 1)",-0.302488416433,0.402790814638,-0.00429266365245,0.0444494411349,0.402790814638
inception_4d/pool_proj,b,"(64,)",-0.60382848978,1.7187577486,0.320358097553,0.492247879505,1.7187577486
inception_4e/1x1,w,"(256, 528, 1, 1)",-0.26206061244,0.743765354156,-0.00444973167032,0.0323517359793,0.743765354156
inception_4e/1x1,b,"(256,)",-0.814422905445,1.35193240643,0.241044476628,0.361823946238,1.35193240643
inception_4e/3x3_reduce,w,"(160, 528, 1, 1)",-0.187030375004,0.383270412683,-0.000152537424583,0.0333825349808,0.383270412683
inception_4e/3x3_reduce,b,"(160,)",-15.751750946,3.12432837486,0.35060402751,1.96891546249,15.751750946
inception_4e/3x3,w,"(320, 160, 3, 3)",-0.0905276909471,0.395491123199,-0.00168999261223,0.0152867026627,0.395491123199
inception_4e/3x3,b,"(320,)",-11.9516630173,2.032143116,0.702809154987,0.796675503254,11.9516630173
inception_4e/5x5_reduce,w,"(32, 528, 1, 1)",-0.179268062115,0.440099209547,0.00293783494271,0.0441698208451,0.440099209547
inception_4e/5x5_reduce,b,"(32,)",-2.16844177246,4.43524932861,1.3226351738,1.42549073696,4.43524932861
inception_4e/5x5,w,"(128, 32, 5, 5)",-0.0904755592346,0.277664631605,-0.00318964803591,0.0211303606629,0.277664631605
inception_4e/5x5,b,"(128,)",-0.733457386494,1.34549832344,0.186057984829,0.34620448947,1.34549832344
inception_4e/pool_proj,w,"(128, 528, 1, 1)",-0.178648069501,0.53002178669,-0.00415767682716,0.0374905988574,0.53002178669
inception_4e/pool_proj,b,"(128,)",-0.698911309242,1.51378011703,0.168176874518,0.457512974739,1.51378011703
inception_5a/1x1,w,"(256, 832, 1, 1)",-0.187615543604,0.635820090771,-0.0014031653991,0.0299585312605,0.635820090771
inception_5a/1x1,b,"(256,)",-0.942632138729,1.28086853027,0.128452241421,0.38412502408,1.28086853027
inception_5a/3x3_reduce,w,"(160, 832, 1, 1)",-0.159937933087,0.382475584745,-0.000320142251439,0.0314345285296,0.382475584745
inception_5a/3x3_reduce,b,"(160,)",-3.91441750526,1.79895937443,0.132841318846,0.935002207756,3.91441750526
inception_5a/3x3,w,"(320, 160, 3, 3)",-0.107617393136,0.155716344714,-0.00192097062245,0.0178838204592,0.155716344714
inception_5a/3x3,b,"(320,)",-9.16247081757,1.91124367714,0.456156253815,0.857489347458,9.16247081757
inception_5a/5x5_reduce,w,"(32, 832, 1, 1)",-0.189388722181,0.474582672119,0.000971668690909,0.0373506136239,0.474582672119
inception_5a/5x5_reduce,b,"(32,)",-3.26089429855,8.00308322906,1.13617050648,2.37142372131,8.00308322906
inception_5a/5x5,w,"(128, 32, 5, 5)",-0.176794588566,0.22311219573,-0.00297659449279,0.0242617260665,0.22311219573
inception_5a/5x5,b,"(128,)",-3.20693421364,1.93014228344,0.0031371936202,0.789886593819,3.20693421364
inception_5a/pool_proj,w,"(128, 832, 1, 1)",-0.282096773386,0.356826633215,-0.00241152825765,0.0377870388329,0.356826633215
inception_5a/pool_proj,b,"(128,)",-2.25749444962,1.59651589394,0.0820403397083,0.730412662029,2.25749444962
